trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear,stop_reason
930,16,16,0,4302.6519,16873.2593,142,26,0.369625,7,3,certificate
931,12,12,0,3634.8490,13529.2450,145,22,0.450544,7,2,certificate
932,11,11,0,3011.8564,10389.2818,147,21,0.661716,7,2,certificate
933,11,11,0,3671.0379,13710.1897,146,24,0.481029,7,2,certificate
934,14,14,0,3588.2559,12311.2793,177,31,0.641586,7,2,certificate
935,16,16,0,3359.6258,12623.1292,127,26,0.708025,7,2,certificate
936,13,13,0,3778.3998,13876.9989,157,23,0.487588,7,2,certificate
937,12,12,0,3889.0876,14710.4379,150,31,0.547190,7,2,certificate
938,11,11,0,3084.8602,11144.3010,134,21,0.583459,7,2,certificate
939,10,10,0,3380.0956,12065.4781,153,21,0.450773,7,3,certificate
940,12,12,0,2844.2085,10036.0426,130,21,0.724759,7,2,certificate
941,16,16,0,3775.8417,14524.2086,132,27,1.278087,7,2,certificate
942,11,11,0,3586.2951,12676.4753,166,31,0.691089,7,2,certificate
943,13,13,0,3604.3676,13746.8380,132,23,0.788932,7,2,certificate
944,11,11,0,3235.9937,12079.9686,128,18,0.632702,7,2,certificate
945,14,14,0,3737.7730,14528.8648,128,26,1.227643,7,2,certificate
946,11,11,0,3382.0324,12340.1621,144,23,0.567265,7,2,certificate
947,15,15,0,3339.1988,12160.9942,139,24,1.603993,7,2,certificate
948,14,14,0,3595.6277,13253.1387,147,26,0.541437,7,2,certificate
949,15,15,0,3562.5463,12742.7315,157,23,0.590752,7,2,certificate
950,15,15,0,4539.9302,17724.6509,154,25,0.452101,7,3,certificate
951,15,15,0,3814.8072,14204.0359,150,25,0.695634,7,3,certificate
952,13,13,0,3776.4506,14167.2531,147,26,0.793252,7,2,certificate
953,11,11,0,4111.4004,16217.0020,136,21,0.554457,7,2,certificate
